code,nom,pourcentage,complet
83057,Flassans-sur-Issole,"100,00",oui
83070,Le Lavandou,"0,00",non
83086,Le Muy,"0,00",non
83102,Régusse,"100,00",oui
83127,Signes,"100,00",oui
83141,Trans-en-Provence,"100,00",oui
84004,Aubignan,"100,00",oui
84083,Mornas,"100,00",oui
84087,Orange,"100,00",oui
84123,Sault,"100,00",oui
84149,Violès,"100,00",oui
85002,L'Aiguillon-sur-Vie,"100,00",oui
85047,Challans,"0,00",non
85088,Le Fenouiller,"100,00",oui
85092,Fontenay-le-Comte,"100,00",oui
85113,L'Île-d'Yeu,"100,00",oui
85127,Longeville-sur-Mer,"100,00",oui
85234,Saint-Jean-de-Monts,"100,00",oui
86068,Chaunay,"100,00",oui
86123,Boivre-la-Vallée,"100,00",oui
86157,Mignaloux-Beauvoir,"100,00",oui
86293,Vivonne,"100,00",oui
87048,Condat-sur-Vienne,"100,00",oui
87085,Limoges,"98,83",non
87091,Maisonnais-sur-Tardoire,"100,00",oui
87106,Nexon,"100,00",oui
87109,Oradour-Saint-Genest,"100,00",oui
87127,La Roche-l'Abeille,"100,00",oui
88009,Anould,"100,00",oui
88089,La Chapelle-devant-Bruyères,"100,00",oui
88114,Contrexéville,"100,00",oui
88126,Darnieulles,"100,00",oui
88147,Dommartin-aux-Bois,"100,00",oui
88173,Florémont,"100,00",oui
88178,Les Forges,"100,00",oui
88429,Saint-Nabord,"25,00",non
88453,Seraumont,"100,00",oui
89046,Bléneau,"100,00",oui
89055,Brienon-sur-Armançon,"100,00",oui
89118,Coulanges-la-Vineuse,"100,00",oui
89124,Courlon-sur-Yonne,"100,00",oui
89257,Migennes,"100,00",oui
89344,Saint-Fargeau,"100,00",oui
89387,Sens,"100,00",oui
90010,Belfort,"100,00",oui
90033,Delle,"100,00",oui
90052,Giromagny,"100,00",oui
90099,Valdoie,"100,00",oui
97408,La Possession,"100,00",oui
97409,Saint-André,"100,00",oui
97413,Saint-Leu,"100,00",oui
97415,Saint-Paul,"100,00",oui
97416,Saint-Pierre,"100,00",oui
97418,Sainte-Marie,"100,00",oui
97420,Sainte-Suzanne,"100,00",oui
97422,Le Tampon,"100,00",oui
97423,Les Trois-Bassins,"100,00",oui
97424,Cilaos,"100,00",oui
97601,Acoua,"100,00",oui
97602,Bandraboua,"100,00",oui
97604,Bouéni,"100,00",oui
97606,Chirongui,"100,00",oui
97607,Dembeni,"100,00",oui
97608,Dzaoudzi,"100,00",oui
97609,Kani-Kéli,"100,00",oui
97610,Koungou,"100,00",oui
97614,Ouangani,"100,00",oui
97615,Pamandzi,"100,00",oui
97616,Sada,"100,00",oui
97617,Tsingoni,"100,00",oui
98802,Bouloupari,"100,00",oui
98803,Bourail,"100,00",oui
98804,Canala,"100,00",oui
98805,Dumbéa,"100,00",oui
98808,Houaïlou,"100,00",oui
98809,L'Ile-des-Pins,"100,00",oui
98810,Kaala-Gomen,"100,00",oui
98811,Koné,"100,00",oui
98812,Koumac,"100,00",oui
98813,La Foa,"100,00",oui
98815,Maré,"100,00",oui
98817,Le Mont-Dore,"100,00",oui
98818,Nouméa,"100,00",oui
98819,Ouégoa,"100,00",oui
98820,Ouvéa,"100,00",oui
98821,Païta,"100,00",oui
98822,Poindimié,"100,00",oui
98823,Ponérihouen,"100,00",oui
98824,Pouébo,"100,00",oui
98825,Pouembout,"100,00",oui
98826,Poum,"100,00",oui
98827,Poya,"100,00",oui
98829,Thio,"100,00",oui
98831,Voh,"100,00",oui
98833,Kouaoua,"100,00",oui
